name,file,theorems_before_count,tactics_count,tactics
mgv_ghost_simulation_2,core/GhostSimulations.v,9,46,move;apply;move;exists;split;eauto;rewrite;rewrite;set;set;have;rewrite;apply;case;set;set;have;rewrite;apply;case;rewrite;rewrite;rewrite;set;set;have;rewrite;apply;case;set;set;have;rewrite;apply;case;rewrite;rewrite;rewrite;move;elim;case;case;move;rewrite;move;rewrite
nwnw_lock,systems/LockServ.v,42,4,unfold;intuition;simpl;congruence
locks_correct_locked_net_handlers_old,systems/LiveLockServ.v,38,2,set_up_net_handlers;eauto
step_ordered_failure_star_lb_step_reachable,core/LabeledNet.v,12,26,rewrite;case;case;invcs;set;apply;rewrite;apply;exact;apply;rewrite;repeat;break_let;tuple_inversion;set;apply;rewrite;apply;exact;apply;rewrite;repeat;break_let;tuple_inversion;have;auto
NetHandler_inc_in_flight_to_backup_preserved,systems/Counter.v,9,13,unfold;intros;monad_unfold;destruct;simpl;repeat;break_match;find_inversion;simpl;rewrite;unfold;cbv;auto
NOABT_contra,systems/PrimaryBackup.v,60,13,unfold;intros;simpl;find_insterU;econcludes;find_insterU;simpl;econcludes;intuition;repeat;break_match;intuition;eauto
step_ordered_pt_mapped_simulation_star_1,core/PartialMapSimulations.v,15,19,move;move;induction;rewrite;rewrite;rewrite;exact;rewrite;concludes;rewrite;apply;case;have;apply;rewrite;apply;exact;move;rewrite
held_eventually_Unlock,systems/LiveLockServ.v,96,21,intros;apply;pattern;assert;now;unfold;apply;simpl;now;unfold;eauto;intros;unfold;intuition;apply;eauto;apply;eauto;apply;eauto;eauto
inductive_simulation,systems/PrimaryBackup.v,54,60,intros;invc;repeat;rewrite;simpl;rewrite;simpl;find_apply_lem_hyp;intuition;subst;rewrite;constructor;rewrite;constructor;break_exists;intuition;break_let;intuition;subst;rewrite;econstructor;constructor;repeat;find_rewrite;rewrite;auto;auto;break_exists;intuition;subst;simpl;rewrite;econstructor;constructor;repeat;find_rewrite;rewrite;auto;auto;repeat;find_rewrite;rewrite;auto;constructor;repeat;rewrite;simpl;find_apply_lem_hyp;intuition;subst;rewrite;auto;repeat;find_rewrite;constructor;rewrite;constructor;rewrite;auto;constructor
pt_map_odnet_tot_map_labeled_event_inf_often_enabled,core/PartialMapExecutionSimulations.v,20,22,move;have;auto;move;apply;rewrite;move;apply;apply;apply;exact;exact;apply;exact;exact;rewrite;move;apply;apply;rewrite;case;exact
decomposition_reachable_nw_invariant,systems/LockServ.v,53,7,assert;find_apply_lem_hyp;unfold;intuition;unfold;apply;eauto
at_head_of_queue_intro,systems/LiveLockServ.v,10,2,unfold;firstorder
step_async_serialize_simulation_star,systems/SerializedMsgParamsCorrect.v,2,21,move;apply;rewrite;rewrite;rewrite;rewrite;move;set;have;rewrite;apply;case;rewrite;set;suff;rewrite;elim;case;case;rewrite;rewrite
locks_correct_unlock_input_handlers_old,systems/LiveLockServ.v,23,7,set_up_input_handlers;destruct;auto;now;rewrite;eauto;auto
index_inj,lib/FMapVeryWeak.v,6,30,induction;destruct;intros;reflexivity;simpl;unfold;break_let;simpl;repeat;break_match;congruence;simpl;unfold;break_let;simpl;repeat;break_match;congruence;simpl;unfold;repeat;break_let;find_apply_lem_hyp;subst;break_and;find_inversion;find_apply_hyp_hyp;subst;reflexivity;reflexivity
last_holder'_input_inv,systems/LockServ.v,64,9,induction;intros;simpl;repeat;break_match;auto;congruence;subst;eauto
step_ordered_failure_tot_mapped_simulation_1,core/TotalMapSimulations.v,42,44,move;invcs;rewrite;apply;rewrite;exact;rewrite;repeat;break_let;find_inversion;rewrite;rewrite;rewrite;apply;exact;rewrite;repeat;break_let;find_inversion;rewrite;rewrite;rewrite;set;have;rewrite;rewrite;apply;apply;exact;apply;apply;exact;move;have;have;rewrite;have;have;rewrite;apply;exact;rewrite;rewrite;rewrite
step_1_singleton_inversion,systems/PrimaryBackup.v,41,3,intros;invc;auto
processPackets_dedup,systems/SeqNumCorrect.v,13,31,intros;simpl;rewrite;f_equal;apply;apply;eauto;intros;find_inversion;rewrite;rewrite;unfold;simpl;repeat;find_rewrite;auto;intuition;subst;find_apply_lem_hyp;break_exists;intuition;find_eapply_lem_hyp;eauto;assert;eauto;unfold;find_apply_hyp_hyp;simpl;subst;simpl;omega
step_ordered_dynamic_failure_tot_one_mapped_simulation_1_init,core/SingleSimulations.v,3,17,move;invcs;move;rewrite;break_if;congruence;find_injection;rewrite;move;rewrite;break_if;congruence;move;rewrite;break_if;congruence;congruence
remove_In_elim,core/DupDropReordering.v,11,7,induction;simpl;intuition;break_if;subst;simpl;intuition
nodup_tot_map,core/TotalMapSimulations.v,22,27,move;elim;move;exact;case;inversion;rewrite;apply;have;rewrite;move;have;rewrite;contradict;apply;move;apply;right;rewrite;left;move;apply;right;apply;move;apply;right
InputUnlock_continuously_enabled,systems/LiveLockServ.v,93,8,unfold;intros;apply;apply;apply;eauto;eauto;eauto
add_eq_o,lib/FMapVeryWeak.v,0,5,intros;unfold;apply;rewrite;reflexivity
locks_correct_locked_input_handlers_old,systems/LiveLockServ.v,27,7,set_up_input_handlers;destruct;auto;auto;now;rewrite;eauto
at_head_of_nil,systems/LiveLockServ.v,15,3,unfold;firstorder;congruence
step_ordered_dynamic_star_lb_step_execution,core/LabeledNet.v,15,2,apply;exact
step_failure_serialize_simulation,systems/SerializedMsgParamsCorrect.v,3,22,move;apply;rewrite;rewrite;rewrite;rewrite;move;rewrite;set;have;rewrite;apply;case;rewrite;set;suff;rewrite;elim;case;case;rewrite;rewrite
filterMap_pt_map_packet_map_eq,core/PartialMapSimulations.v,2,6,move;elim;case;rewrite;case;rewrite
locks_correct_init,systems/LockServ.v,4,3,unfold;simpl;discriminate
NOABT_cons,systems/PrimaryBackup.v,63,6,unfold;simpl;intros;intuition;subst;eauto
ZOOOPST_nil,systems/PrimaryBackup.v,71,3,unfold;simpl;intuition
locks_correct_locked_intro,systems/LockServ.v,40,9,unfold;intros;exists;intuition;exists;now;rewrite;now;rewrite
ZOOOPST_head,systems/PrimaryBackup.v,72,3,unfold;simpl;eauto
nil_at_head_of_queue_preserved,systems/LockServ.v,35,3,unfold;firstorder;congruence
locks_correct_unlock_input_handlers_old,systems/LockServ.v,23,7,set_up_input_handlers;destruct;auto;now;rewrite;eauto;auto
map_msg_fail_eq,core/TotalMapSimulations.v,37,3,move;rewrite;exact
correspond_reachable,systems/PrimaryBackup.v,47,76,intros;find_apply_lem_hyp;prep_induction;induction;intros;subst;simpl;rewrite;destruct;discriminate;invc;simpl;apply;invc;discriminate;repeat;concludes;invc;simpl;find_apply_lem_hyp;intuition;subst;rewrite;rewrite;rewrite;break_exists;break_let;break_and;subst;repeat;find_rewrite;eauto;find_apply_lem_hyp;intuition;subst;repeat;rewrite;repeat;rewrite;break_exists;break_and;subst;rewrite;rewrite;rewrite;find_apply_lem_hyp;break_exists;break_and;subst;simpl;find_inversion;destruct;find_apply_lem_hyp;break_exists;break_and;apply;eauto;apply;eauto;eauto;rewrite;auto;auto;rewrite;auto;auto;rewrite;rewrite;rewrite;rewrite;eauto;rewrite;rewrite;repeat;rewrite;eauto
held_until_Unlock,systems/LiveLockServ.v,94,81,intros;cofix;destruct;simpl;intros;invcs;invcs;coinductive_case;monad_unfold;unfold;break_match_hyp;find_apply_lem_hyp;repeat;find_rewrite;simpl;intuition;update_destruct_max_simplify;repeat;find_rewrite;auto;find_apply_lem_hyp;repeat;find_rewrite;simpl;intuition;break_exists;intuition;rewrite;repeat;find_rewrite;auto;monad_unfold;find_apply_lem_hyp;intuition;break_exists;intuition;coinductive_case;repeat;find_rewrite;simpl;update_destruct_max_simplify;repeat;find_rewrite;auto;subst;destruct;clear;subst;apply;simpl;fold;repeat;find_rewrite;simpl;auto;coinductive_case;repeat;find_rewrite;simpl;now;rewrite;coinductive_case;clear;repeat;find_rewrite;simpl;update_destruct_max_simplify;repeat;find_rewrite;auto;coinductive_case;clear;repeat;find_rewrite;simpl;update_destruct_max_simplify;repeat;find_rewrite;auto;coinductive_case;congruence
nodup_perm_map_map_pair_perm,core/TotalMapSimulations.v,34,55,move;apply;split;apply;exact;apply;apply;apply;apply;move;apply;exact;case;have;rewrite;rewrite;rewrite;apply;apply;move;apply;move;have;rewrite;exact;apply;rewrite;have;apply;rewrite;exact;exact;exact;case;have;rewrite;rewrite;rewrite;apply;move;rewrite;apply;apply;move;apply;have;apply;apply;apply;rewrite;apply;move;apply;apply;exact
lifting_applied,systems/VarDPrimaryBackup.v,0,2,apply;eauto
step_ordered_dynamic_failure_pt_ext_mapped_simulation_1,core/PartialExtendedMapSimulations.v,9,213,move;invcs;left;rewrite;exists;apply;exact;set;set;set;set;have;rewrite;apply;rewrite;break_match_goal;break_if;break_if;congruence;repeat;find_rewrite;repeat;find_rewrite_lem;find_reverse_rewrite;find_rewrite_lem;find_rewrite;break_if;break_if;congruence;find_rewrite;repeat;find_rewrite;repeat;find_rewrite_lem;rewrite;have;rewrite;rewrite;rewrite;set;set;set;set;set;have;rewrite;apply;rewrite;apply;rewrite;rewrite;apply;apply;exact;apply;exact;move;apply;apply;rewrite;rewrite;suff;rewrite;rewrite;elim;rewrite;move;set;set;set;move;have;have;unfold;repeat;break_or_hyp;repeat;break_and;repeat;find_rewrite;find_apply_lem_hyp;find_apply_lem_hyp;case;case;rewrite;find_apply_lem_hyp;find_apply_lem_hyp;rewrite;destruct;left;destruct;destruct;exists;rewrite;apply;exact;exact;rewrite;rewrite;find_rewrite;rewrite;have;rewrite;repeat;break_let;repeat;tuple_inversion;rewrite;set;set;rewrite;suff;rewrite;rewrite;apply;repeat;break_if;congruence;rewrite;rewrite;find_rewrite;find_rewrite_lem;right;split;have;rewrite;set;set;set;set;have;rewrite;apply;rewrite;break_if;find_rewrite;rewrite;congruence;have;rewrite;apply;apply;rewrite;break_if;break_and;rewrite;rewrite;destruct;left;destruct;destruct;exists;apply;exact;exact;rewrite;have;rewrite;find_rewrite;repeat;tuple_inversion;rewrite;set;set;suff;rewrite;rewrite;apply;repeat;break_if;congruence;rewrite;rewrite;find_rewrite;find_rewrite_lem;right;rewrite;have;split;rewrite;set;set;have;rewrite;apply;rewrite;break_if;repeat;find_rewrite;rewrite;left;rewrite;set;have;rewrite;rewrite;apply;apply;exact;apply;exact;move;rewrite;exists;apply;exact;exact;rewrite;rewrite;have;have;have;rewrite
locks_correct_locked_sent_lock,systems/LiveLockServ.v,25,3,unfold;intuition;congruence
clients_move_up_in_queue,systems/LiveLockServ.v,103,21,intros;apply;pattern;assert;now;unfold;apply;simpl;now;unfold;eauto;intros;unfold;intuition;apply;eauto;apply;eauto;apply;eauto;eauto
trace_state_correct_trace_correct,systems/VarD.v,7,25,intros;invcs;simpl;unfold;vard_unfold;repeat;break_match;simpl;repeat;find_inversion;constructor;auto;simpl;f_equal;eauto;break_if;simpl;f_equal;eauto;unfold;exfalso;subst;repeat;find_higher_order_rewrite;intuition
positive_of_digits_inj,lib/FMapVeryWeak.v,5,13,induction;destruct;intros;discriminate;auto;simpl;break_match;discriminate;find_inversion;find_apply_hyp_hyp;break_and;subst;auto
msg_in_map,core/TotalMapSimulations.v,21,14,move;elim;case;have;rewrite;case;inversion;rewrite;left;move;apply;move;apply;right
cons_is_app,systems/Counter.v,11,1,auto
eventually_MsgUnlock,systems/LiveLockServ.v,102,23,intros;pattern;pattern;find_copy_eapply_lem_hyp;eauto;break_exists;assert;now;unfold;clear;clear;simpl;apply;eauto;apply;intros;apply;unfold;intuition;eauto;eauto;simpl;eauto
pt_map_update_eq_some,core/PartialMapSimulations.v,5,8,move;case;case;case;inversion;subst;move;exact
pt_map_odnet_tot_map_label_event_state_weak_fairness,core/PartialMapExecutionSimulations.v,23,13,move;rewrite;have;rewrite;apply;apply;move;rewrite;rewrite;unfold;apply;move;rewrite
in_failed_in,core/TotalMapSimulations.v,11,8,move;elim;move;case;rewrite;left;right;exact
clients_get_lock_messages,systems/LiveLockServ.v,105,13,intros;assert;assert;repeat;concludes;conclude_using;intuition;congruence;apply;eauto;intros;simpl;intuition
cross_relation,systems/LiveLockServ.v,49,13,intros;find_apply_lem_hyp;prep_induction;induction;intros;subst;eauto;apply;eauto;apply;auto;apply;auto
locks_correct_locked_input_handlers_new,systems/LockServ.v,30,2,set_up_input_handlers;auto
locks_correct_unlock_sent_locked,systems/LockServ.v,22,3,unfold;intuition;congruence
step_failure_dup_drop_step,core/DupDropReordering.v,13,23,induction;constructor;invc;find_apply_lem_hyp;break_exists;break_and;subst;apply;apply;apply;apply;apply;simpl;eauto;auto;apply;apply;apply;apply;apply;simpl;eauto;auto
step_ordered_dynamic_failure_star_lb_step_execution,core/LabeledNet.v,17,2,apply;exact
name_eq_dec,systems/PrimaryBackup.v,0,1,decide_equality
true_in_reachable_mutual_exclusion,systems/LockServ.v,48,7,assert;find_apply_lem_hyp;unfold;intros;apply;apply;auto
nw_empty_queue_lock,systems/LiveLockServ.v,45,8,unfold;intuition;destruct;intuition;break_exists;intuition;break_exists;congruence
remove_tot_map_eq,core/TotalMapSimulations.v,12,8,move;elim;move;repeat;break_if;find_rewrite;find_apply_lem_hyp;rewrite
lb_step_trace_execution_lb_step_failure_tot_map_net_infseq,core/TotalMapExecutionSimulations.v,2,20,cofix;move;rewrite;inversion;subst;rewrite;apply;apply;have;destruct;have;destruct;simpl;find_rewrite;rewrite;set;have;pose;rewrite;exact
tot_map_net_hd_step_failure_star_always,core/TotalMapExecutionSimulations.v,5,8,case;apply;rewrite;rewrite;apply;have;destruct;exact
nwnw_sym,systems/LiveLockServ.v,3,2,unfold;intuition
in_tot_map_msg,core/TotalMapSimulations.v,30,12,move;elim;case;case;inversion;left;rewrite;right;apply;move;apply;right
locks_correct_unlock_at_head_preserved,systems/LiveLockServ.v,34,8,unfold;intuition;break_exists;exists;intuition;firstorder;now;rewrite
locking_clients_eventually_receive_lock_lb,systems/LiveLockServ.v,113,28,intros;pattern;assert;now;unfold;clear;clear;clear;simpl;intros;apply;apply;eauto;unfold;intuition;apply;unfold;intuition;eauto;find_apply_lem_hyp;auto;destruct;simpl;find_apply_lem_hyp;intuition;find_apply_lem_hyp;intuition;eauto
in_all_before_pt_map_msg,core/PartialMapSimulations.v,31,24,elim;move;break_match;simpl;case;left;move;case;move;exact;break_and;right;split;move;exact;move;rewrite;rewrite;find_injection;right;split;move;exact;congruence
step_failure_tot_mapped_simulation_1,core/TotalMapSimulations.v,13,45,move;invcs;have;destruct;apply;rewrite;find_rewrite;rewrite;destruct;exact;destruct;simpl;have;rewrite;find_rewrite;rewrite;rewrite;rewrite;destruct;rewrite;apply;exact;rewrite;have;rewrite;find_rewrite;rewrite;rewrite;rewrite;rewrite;apply;rewrite;find_rewrite;rewrite;rewrite;apply;rewrite;find_rewrite;rewrite;rewrite;exact;apply;exact;rewrite;rewrite
NOABT_singleton_inr_nil,systems/PrimaryBackup.v,66,8,unfold;simpl;intros;intuition;subst;simpl;find_inversion;auto
lb_step_failure_pt_mapped_simulation_1_silent,core/PartialMapExecutionSimulations.v,1,101,move;invcs;destruct;destruct;simpl;break_match_hyp;find_injection;have;rewrite;repeat;break_let;repeat;tuple_inversion;have;break_and;unfold;repeat;break_let;repeat;tuple_inversion;destruct;simpl;break_match_hyp;have;rewrite;repeat;break_let;repeat;tuple_inversion;concludes;break_and;have;rewrite;repeat;break_let;repeat;tuple_inversion;rewrite;rewrite;rewrite;rewrite;rewrite;repeat;break_match;rewrite;set;set;have;rewrite;apply;rewrite;break_if;rewrite;rewrite;split;exact;case;have;rewrite;repeat;break_let;repeat;tuple_inversion;have;break_and;unfold;repeat;break_let;tuple_inversion;have;rewrite;repeat;break_let;repeat;tuple_inversion;concludes;break_and;have;rewrite;repeat;break_let;repeat;tuple_inversion;rewrite;rewrite;rewrite;set;set;have;rewrite;apply;rewrite;break_if;rewrite;rewrite;split;exact;repeat;find_rewrite;split;exact
locks_correct_input_handlers,systems/LockServ.v,7,2,set_up_input_handlers;auto
all_clients_false_locks_correct_server_update,systems/LockServ.v,13,5,unfold;intros;rewrite;now;find_higher_order_rewrite
pt_map_onet_hd_step_ordered_failure_star_always,core/PartialMapExecutionSimulations.v,13,4,case;apply;exact;exact
pt_in_tot_map_name,core/PartialMapSimulations.v,20,24,move;elim;case;rewrite;case;move;case;inversion;rewrite;have;rewrite;left;left;right;apply;move;apply;right;move;right;apply;move;apply;right
In_n_Nodes,systems/LiveLockServ.v,0,9,intros;unfold;simpl;destruct;right;apply;apply;left;reflexivity
nil_at_head_of_queue_preserved,systems/LiveLockServ.v,35,3,unfold;firstorder;congruence
step_ordered_failure_tot_one_mapped_simulation_star_1,core/SingleSimulations.v,1,26,move;have;move;induction;rewrite;exists;rewrite;exact;concludes;rewrite;case;case;rewrite;move;have;have;case;rewrite;exists;have;exists;apply;have;rewrite;apply;exact
last_holder'_input_inv_server,systems/LockServ.v,65,9,induction;intros;simpl;repeat;break_match;auto;congruence;subst;eauto
last_holder'_unlock_none,systems/LiveLockServ.v,68,7,induction;intros;simpl;repeat;break_match;intuition;congruence
dup_drop_step_star_remove_In,core/DupDropReordering.v,10,37,induction;simpl;intuition;subst;break_if;congruence;destruct;find_apply_hyp_hyp;apply;eauto;apply;apply;auto;rewrite;auto;apply;auto;break_if;subst;find_apply_hyp_hyp;apply;eauto;apply;apply;auto;assert;eauto;concludes;apply;apply;simpl;apply;auto;apply;auto;simpl;intuition
locks_correct_locked_invariant,systems/LockServ.v,56,6,intros;assert;find_apply_lem_hyp;unfold;apply;auto
trace_well_formed,systems/VarD.v,3,17,intros;find_apply_lem_hyp;invcs;intuition;right;exists;invcs;unfold;vard_unfold;repeat;break_match;simpl;repeat;find_inversion;repeat;eexists;eauto
locks_correct_locked_intro,systems/LiveLockServ.v,40,9,unfold;intros;exists;intuition;exists;now;rewrite;now;rewrite
NOABT_head,systems/PrimaryBackup.v,64,3,unfold;simpl;intuition
in_filterMap_pt_map_msg_in_msg,core/PartialMapSimulations.v,30,15,elim;move;move;have;break_match;right;exact;have;case;right;exact;rewrite;left;move;exact
ordered_dynamic_initialized_state,core/DynamicNetLemmas.v,1,36,move;have;move;induction;rewrite;repeat;find_rewrite;concludes;invc;rewrite;move;case;rewrite;break_if;exists;have;move;rewrite;have;exists;rewrite;break_if;move;rewrite;break_if;exists;have;exists;move;rewrite;break_if;exists;have;exists;move;exact
mutual_exclusion_invariant,systems/LockServ.v,58,3,intros;apply;auto
locks_correct_unlock_input_handlers_new,systems/LockServ.v,29,2,set_up_input_handlers;auto
pbj_0_or_1,systems/PrimaryBackup.v,80,30,intros;find_apply_lem_hyp;prep_induction;induction;intros;subst;auto;repeat;concludes;apply;auto;invc;simpl;find_apply_lem_hyp;intuition;subst;auto;break_exists;break_and;break_match;intuition;subst;auto;rewrite;apply;auto;find_apply_lem_hyp;intuition;subst;auto
locks_correct_locked_sent_unlock,systems/LockServ.v,26,3,unfold;intuition;congruence
step_ordered_dynamic_failure_deserialized_simulation_star,systems/SerializedMsgParamsCorrect.v,22,13,move;apply;rewrite;rewrite;have;rewrite;clear;elim;case;case;rewrite;rewrite;exact
collate_tot_map_eq,core/TotalMapSimulations.v,39,13,move;elim;case;rewrite;rewrite;set;set;have;rewrite;have;rewrite;rewrite;rewrite
reachable_equality,systems/SeqNumCorrect.v,10,100,apply;unfold;simpl;intuition;apply;unfold;intros;invcs;simpl;find_inversion;unfold;repeat;do_in_app;repeat;find_rewrite;repeat;break_match;find_inversion;simpl;intuition;repeat;do_in_map;subst;simpl;repeat;do_in_app;intuition;find_inversion;replace;apply;eauto;auto;apply;eauto;specialize;forward;in_crush;concludes;simpl;repeat;find_rewrite;omega;find_inversion;apply;eauto;specialize;forward;in_crush;concludes;simpl;repeat;find_rewrite;omega;specialize;repeat;forward;in_crush;concludes;auto;unfold;repeat;do_in_app;repeat;break_match;find_inversion;simpl;intuition;repeat;do_in_map;subst;simpl;find_inversion;replace;apply;eauto;auto;apply;eauto;specialize;forward;in_crush;concludes;simpl;repeat;find_rewrite;omega;find_inversion;apply;eauto;specialize;forward;in_crush;concludes;simpl;repeat;find_rewrite;omega;repeat;find_rewrite;in_crush
ClientNetHandler_cases,systems/LockServ.v,8,8,handler_unfold;intros;repeat;break_match;repeat;tuple_inversion;subst;auto
locking_clients_eventually_receive_lock_st,systems/LiveLockServ.v,114,8,intros;find_eapply_lem_hyp;eauto;apply;apply;eauto;eauto;eauto
lb_step_execution_lb_step_ordered_dynamic_failure_pt_map_odnet_infseq,core/PartialMapExecutionSimulations.v,17,35,cofix;move;rewrite;inversion;subst;rewrite;case;apply;rewrite;destruct;destruct;simpl;apply;eauto;destruct;destruct;simpl;apply;break_and;simpl;rewrite;aggressive_rewrite_goal;pose;rewrite;exact;apply;destruct;destruct;simpl;apply;eauto;rewrite;pose;rewrite;exact
pt_map_onet_tot_map_label_event_state_weak_fairness,core/PartialMapExecutionSimulations.v,11,13,move;rewrite;have;rewrite;apply;apply;move;rewrite;rewrite;unfold;apply;move;rewrite
collate_pt_map_eq,core/PartialMapSimulations.v,11,33,move;elim;case;rewrite;case;rewrite;set;set;have;rewrite;have;move;rewrite;case;rewrite;rewrite;inversion;rewrite;rewrite;case;rewrite;rewrite;set;set;have;rewrite;apply;apply;rewrite;case;move;rewrite;rewrite
step_1_snoc_inv,systems/PrimaryBackup.v,45,15,intros;find_apply_lem_hyp;invc;destruct;discriminate;invc;exists;find_apply_lem_hyp;intuition;subst;apply;auto;subst;constructor;auto
inputs_1_nil_is_nil,systems/PrimaryBackup.v,32,4,intros;destruct;auto;discriminate
in_adjacent_exclude_in_exlude,core/TotalMapSimulations.v,25,23,elim;rewrite;have;break_or_hyp;break_and;find_rewrite;exact;rewrite;case;move;case;rewrite;split;left;apply;move;split;right;move;apply;move;split;right
MsgUnlock_moves_client,systems/LiveLockServ.v,85,60,intros;destruct;simpl;invcs;invcs;unfold;symmetry_in;repeat;find_rewrite;clear;monad_unfold;unfold;break_match;find_apply_lem_hyp;intuition;congruence;find_apply_lem_hyp;repeat;break_and;break_or_hyp;break_exists;repeat;break_and;break_or_hyp;congruence;exfalso;repeat;find_rewrite;invcs;repeat;find_reverse_rewrite;simpl;subst;solve_by_inversion;fold;repeat;find_rewrite;simpl;find_apply_lem_hyp;repeat;find_rewrite;intuition;intros;subst;solve_by_inversion;rewrite;congruence;unfold;symmetry_in;repeat;find_rewrite;clear;monad_unfold;find_apply_lem_hyp;intuition;break_exists;intuition;congruence;unfold;congruence
step_1_star_no_trace_no_step,systems/PrimaryBackup.v,31,5,intros;invc;auto;invc;discriminate
dup_drop_dup_early,core/DupDropReordering.v,9,11,induction;intros;apply;constructor;auto;concludes;apply;eauto;apply;apply;auto
trace_outputs_app,systems/Counter.v,15,5,unfold;intros;rewrite;rewrite;auto
step_star_inductive,core/Net.v,1,6,unfold;intros;induction;auto;forwards;eauto
nwnw_locked_lock,systems/LockServ.v,31,5,unfold;intros;destruct;intuition;discriminate
inverse_trace_relations_work,core/InverseTraceRelations.v,0,11,intros;find_apply_lem_hyp;induction;subst;exfalso;eauto;subst;concludes;destruct;intuition;eauto
primary_ge_backup,systems/Counter.v,13,3,intros;apply;auto
dup_drop_step_star_step_1n,core/DupDropReordering.v,2,8,intros;apply;apply;econstructor;eauto;apply;apply;auto
PB_net_defn,systems/PrimaryBackup.v,5,34,unfold;intros;pb_unfold;repeat;break_let;break_match;repeat;find_inversion;auto;right;left;intuition;right;eexists;eexists;intuition;eauto;find_rewrite;auto;right;left;intuition;right;eexists;eexists;intuition;eauto;find_rewrite;auto;right;right;intuition;eexists;eauto
LockServ_nwnw_input_handlers_new_new,systems/LockServ.v,44,1,set_up_input_handlers
step_dup_star_revert_simulation,systems/SeqNumCorrect.v,17,48,intros;revert;induction;simpl;intros;find_rewrite;exists;simpl;split;auto;apply;concludes;subst;break_exists_name;break_and;assert;exists;auto;apply;eauto;break_or_hyp;exists;split;apply;eauto;rewrite;apply;eauto;apply;rewrite;rewrite;find_reverse_rewrite;reflexivity;break_and;find_rewrite;exists;split;simpl;auto;rewrite;rewrite;destruct;simpl;rewrite;auto;rewrite;rewrite;auto
In_split_not_In,systems/LiveLockServ.v,78,9,intros;find_apply_lem_hyp;simpl;intuition;find_false;apply;right;apply;auto
tot_map_onet_event_map_unfold,core/TotalMapExecutionSimulations.v,7,2,move;rewrite
ZOOOPST_singleton_nil,systems/PrimaryBackup.v,77,7,unfold;simpl;intuition;subst;simpl;find_inversion;auto
pt_map_onet_deserialize_onet,systems/SerializedMsgParamsCorrect.v,13,0,
locks_correct_at_head_preserved,systems/LockServ.v,18,4,unfold;firstorder;rewrite;eauto
pt_map_odnet_event_Map_unfold,core/PartialMapExecutionSimulations.v,16,2,move;rewrite
Lock_enables_MsgLock,systems/LiveLockServ.v,77,22,unfold;intros;find_apply_lem_hyp;break_exists_name;break_exists_name;unfold;destruct;destruct;destruct;cut;intros;subst;repeat;eexists;econstructor;eauto;handler_unfold;repeat;break_match;repeat;find_inversion;auto
tot_map_in_in,core/TotalMapSimulations.v,20,22,move;elim;case;move;case;inversion;have;rewrite;case;left;apply;rewrite;rewrite;left;contradict;apply;move;apply;right;move;case;right
deserialize_serialize_odnet_id,systems/SerializedMsgParamsCorrect.v,11,11,case;rewrite;set;have;rewrite;clear;apply;apply;elim;rewrite;rewrite
last_holder'_no_out_extend,systems/LockServ.v,52,7,induction;intros;simpl;repeat;break_match;subst;intuition
all_clients_false_locks_correct_server_update,systems/LiveLockServ.v,13,5,unfold;intros;rewrite;now;find_higher_order_rewrite
inc_in_flight_to_backup_nil,systems/Counter.v,7,1,reflexivity
processPackets_preserves_messages,systems/SeqNumCorrect.v,6,8,induction;auto;simpl;break_match;simpl;rewrite;destruct;auto
pt_map_onet_tot_map_label_event_inf_often_occurred,core/PartialMapExecutionSimulations.v,6,7,move;apply;apply;case;rewrite;move;rewrite
InputHandler_cases,systems/LiveLockServ.v,5,21,handler_unfold;intros;repeat;break_match;repeat;tuple_inversion;subst;simpl;subst;simpl;left;eexists;intuition;left;eexists;intuition;left;eexists;intuition;auto;auto
tot_map_net_event_map_unfold,core/TotalMapExecutionSimulations.v,1,2,move;rewrite
tot_map_packet_map_eq,core/TotalMapSimulations.v,3,3,elim;case;rewrite
nodup,systems/LiveLockServ.v,1,8,unfold;apply;in_crush;discriminate;apply;intros;congruence;apply
locks_correct_unlock_sent_lock,systems/LockServ.v,21,3,unfold;intuition;congruence
permutation_nodes,core/TotalMapSimulations.v,18,17,apply;split;exact;apply;exact;move;set;have;apply;move;rewrite;apply;right;left;rewrite;move;exact
inputs_m_backup,systems/PrimaryBackup.v,30,1,auto
backup_plus_network_eq_primary,systems/Counter.v,12,46,intros;revert;induction;intros;subst;reflexivity;concludes;invc;simpl;find_apply_lem_hyp;find_copy_apply_lem_hyp;repeat;find_rewrite;rewrite;repeat;rewrite;destruct;rewrite;rewrite;congruence;unfold;simpl;rewrite;eauto;rewrite;auto;simpl;rewrite;auto;omega;find_apply_lem_hyp;find_copy_apply_lem_hyp;unfold;simpl;rewrite;subst;destruct;rewrite;rewrite;congruence;omega;rewrite;eauto;simpl;rewrite;omega
